@relation 'anger-weka.filters.unsupervised.attribute.Remove-R1,3'

@attribute text string
@attribute val numeric

@data
'@KatzeAnilothei this amount of greedy mooching makes me snarl.',0.75
'My mind is raging and i just want to end it all',0.75
'Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡',0.75
'Im nothing but a hateful and bitter fag',0.75
'@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time! #angry #notfair #whypay',0.75
'@JrDingy96 Ikr people still got a grudge against him for no reason like wtf?!',0.75
'@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming',0.75
'@paulbushnell25 @EE bad news if ordered online it hasnt gone through same happened to me had to re order on the phone #furious',0.844
'So angry I wanna cry😢😢😢',0.75
'OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH',0.75
'Boycotting @DunkinDonuts till butter pecan comes back. I am furious',0.75
'In 2016 Black people are STILL fighting to be recognized as human beings. #cantsleep #angry',0.885
'my mom cut my phone off and Im so furious 🤗',0.75
'Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps',0.75
'cant believe Achilles killed me! #angry',0.75
'I lost a couple niggas I want revenge so put me in coach',0.875
'@mjmralph then its poor packaging my Amazon and the fulfilled seller should be furious as much as you 😕',0.75
'Wheres your outrage when a black man kills another black man in the streets?',0.75
'it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao',0.75
'Absolutely fuming Ive just scratched all my car 😡😡😡😡😡😡',0.75
'@Ms_HeartAttack holy shit it just a bee sting like fuck youre not dying',0.553
'How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##',0.729
'I dislike people who get offended by the littlest shit .',0.729
'What the fuck am I supposed to do with no lunch no dinner no money and Im off to work #furious #hangry #day5',0.729
'@justyne_haley it does. if one person ruins season 13 for me I will be so angry',0.729
'What the fuck am I supposed to do with no lunch no dinner no money and Im off to work  #hangry #day5',0.729
'@firstleeds not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work #fuming #useless reply',0.864
'So my Indian Uber driver just called someone the N word. If I wasnt in a moving vehicle Id have jumped out #disgusted #offended',0.729
'The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves shame on blacks',0.863
'Just paid for chicken at @panerabread and didnt even get any 😑😑😑 there goes 4 dollars and me as a customer #angry',0.729
'but that was a mistake and a half assed excuse and now here i am burning in hell forever',0.729
'@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed',0.873
'@hollyrobinson__ Part 2-was buzzing for a cheeky squashie or two-this was NOT what i expected.SORT IT OUT! #food #angry  @coopuk @coopukfood',0.538
'Tasers immobilize if you taser someone why the fuck do you need to shoot them one second later?! This is really sick!  #wtf #murder',0.729
'Bes! You dont just tell a true blooded hoopjunkie to switch a f*c@n team that juz destroyed your own team. You juz dont!',0.729
'@ChurdAllan fucked my coupon that goal! #raging',0.729
'LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.',0.729
'Now that the whole clown rage has scared me shitless Im gonna go cry in my room',0.729
'Worst juror ever? Michelle. You were Nicoles biggest threat. #bitter #bb18',0.729
'Your twitter picture just makes me fume.',0.729
'@leesyatt you are a cruel cruel man. #therewillbeblood',0.775
'Thats really it for my madden career that game sucks  ea sports does a piss poor job every year on that shit',0.867
'@NeoFundie @fitchest Ha. Right. Im from San Jose CA and I was offended right there with you. Dave go on a walk or something next time.',0.831
'@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay',0.708
'I wonder what American city will be next to protest about police shootings. Whos next? Smh. #whenwillitstop #angry #howmanymoretimes',0.708
'@politico @realDonaldTrump another angry white man!',0.708
'Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage',0.759
'The majority of people irritate the fuck out of me cba with people ahahah',0.862
'@oscar_perria a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!',0.708
'Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!!',0.708
'@kingvee_ dont provoke me to anger',0.708
'You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!',0.708
'Bloods boiling',0.708
'Leave it on there rulenimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet',0.708
'@DarkLuneFantasy wallah my blood is boiling I need to take a nap ugh',0.817
'I swear if @devincameron23 blocks me Im going to hit her back',0.708
'@jennylhowe I am angry at the student for being a racist and the teacher for not stopping it and at the class for letting it go by.',0.708
'Im about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn #rage',0.708
'Im just a fuming ball of anger today 🙃',0.708
'I didnt find out about this till today due to my bff telling me. I am so disgusted and offended by this.',0.75
'@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry',0.688
'A @FirstBSA not turning up? Why am I not surprised. Late for work again! #fuming',0.688
'Police Officers....should NOT have the right to just shoot human beings without provocation. Its wrong.  @ORConservative @MichaelaAngelaD',0.688
'angry already',0.688
'... flat party and I instantly get bollocked about it. #fuming',0.69
'@XemitSellsMagic add tracking but resent them',0.688
'@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.',0.688
'SOMEONE LET SNAKES IN MY HOUSE I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2',0.764
'@ChronAVT ummm the blog says with Simon Stehr faking 7th...Ill expect an investigation forthwith. This is an #outrage',0.688
'@GroupAnon black armed thug with a record carrying gun illegally gets shot by black cop. #outrage   This is a joke.Let em destroy their town',0.688
'..... wakes up and says have you tried changing her nappy? 😡👊🏼 #rage!!!!',0.688
'Someone needs to tell Candice shell be stuck with that shitty pout if the wind changes. #GBBO',0.688
'@brian5or6 turn that shit off!   Home Button under Accessibility.   When did innovation become mind fuckery? . #iphonePhoneHome',0.688
'I just love it when people make plans for me without actually including me in this process #rage',0.688
'@ggreenwald Smh remove ideologically bankrupt and opportunistic establishment now. Theyre burning all bridges and social contracts. #anger',0.688
'@brendancoots wheres your outrage that your party nominated a lying corrupt person? And received donations from nations who support terror',0.766
'@edquinn63 how can you even forget to pick ur fave child up from school #offended',0.688
'I get so angry at people that dont know that you dont have a stop sign on Francis and you do at Foster #road #rage',0.688
'@soyoprincess they irritate me. Them and their inch thick made up masks',0.667
'@ChurdAllan fucked my coupon that goal!',0.667
'How was Natalie one of the top three favorites?! #toofaced and #bitter 🙄',0.667
'@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.',0.667
'@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky',0.667
'ToWhy cant we brothers protect one another? No ones serious and it makes me furious. Dont be misled just think of Fred. #mayfield',0.578
'..... wakes up and says have you tried changing her nappy? 😡👊🏼 !!!!',0.667
'@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing  #noloyalty #joke #notimpressed',0.667
'All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting',0.667
'Theres this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know',0.667
'i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN',0.667
'testing #angry',0.667
'@WatcherDev @WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard',0.667
'How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious',0.833
'i was angry.',0.667
'That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. #fume',0.667
'@cineworld Congratulations your Free 1 month has been activated Then charges £34.80 the same month. Absolutely furious 😡',0.667
'@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    Its the affair.  Not the parenting',0.667
'straight people are canoodling on the quad and Im #offended',0.648
'I can definitely feel my irritation today lord give me strength',0.667
'@RobertTaitWHU against Chelsea anything is possible haha. Im fuming about that bet 🙄🙄🙄🙄🙄🙄',0.646
'When you break a record in #madden I wish it didnt say the same shit after every rush like you just broke the record. #shutupphilsimms',0.812
'@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming',0.646
'I have 1000 rabid grizzly bears Im going to scatter in neighborhoods all over America.  Theyre poor refugees!  #InYourNeighborhoodNotDC',0.646
'@oreillyfactor why dont #blm #thugs want #justice when its black on black #gang crime? They only #rage and cry #racism when its a #cop',0.646
'@mandyjohnson Ill be honest.. I hope that annoying Southern bint with the look at me pout goes out this week! Selasi #FTW',0.646
'Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that don’t happen.  #loathing',0.646
'@mdivincenzo9 hes stupid I hate him lol #bitter',0.646
'@SkyUK what a joke!! Cut our internet off early by mistake and then dont reinstate it when we no longer need an engineer 😡',0.646
'@Slippus @PureGym  yeah I received a fine today which I am furious about currently appealing it after being a member for so long...',0.646
'People irritate me 🙄',0.646
'Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope',0.646
'In 2016 Black people are STILL fighting to be recognized as human beings. #cantsleep',0.646
'I swear if @devincameron23 blocks me Im going to hit her back #revenge',0.646
'@SkyUK what a joke!! Cut our internet off early by mistake and then dont reinstate it when we no longer need an engineer 😡 #fuming',0.646
'@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage',0.646
'@bt_uk why does tracking show my equipment delivered when it wasnt? Why is my service suddenly delayed? Weve already 3 weeks.',0.646
'Does she really need to pout all the time - getting on my nerves #GBBO',0.646
'Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp',0.646
'@snowangel415 @cjwalters66 Maybe also being attacked by Toms rabid fans to whom he &amp; his clothes were always perfect also put me off him...',0.646
'Dear future big brother players just chase dick all season and you too can win 50000 dollars and an Sti #bb18 #bitter',0.646
'@VanDashNessa @taotao_salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there either.',0.556
'@Disneyland #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳',0.646
'Forgot to eat dinner and now Im furious with everything and everyone',0.646
'the girl sitting in front of me is chewing her gum like a cow &amp; im ready to snap 🤗',0.646
'@sebbyD27850 both are nonsensical. If theres injustice against blacks why add to it by destroying black property. Its misdirected anger',0.69
'Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops',0.646
'@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines  #con!',0.646
'You a fuck boy if you run drag routes back to back in madden',0.646
'I got fever highs I got boiling blood',0.646
'@canada4trumpnow @donlemon he has BAD TEMPERAMENT #tantrums #HissyFits',0.646
'I cant even right now #bb18 #rage',0.646
'@Daniel_Sankey @hayleyp79 Haha.... Actually after the Doggies Im barracking for Anyone But GWS! #bitter',0.472
'Why are people that dont have iPhones so bitter about iPhones???? Can someone explain',0.625
'@RonMexico760 The guy who calls people cuck and is anti-BLM is offended by idea that he might not be pro-policing reform? Thats amazing.',0.625
'@deshbhakthoon always unhappy and easily offended.',0.531
'@SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding those clowns should watch it',0.625
'All hell is breaking loose in Charlotte. #CharlotteProtest  #looting',0.625
'When youve still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt',0.625
'Half of Epicenter is shut down its police all over yall I just burst out in tears this is fucking terrible #KeithLamontScott',0.625
'Not giving a fuck is better than revenge.',0.625
'@winksahoy we about to get shit on by the wrath of winter out of nowhere',0.625
'@GrxjicTank WHY though! Why did u want to offend Americans?',0.625
'@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the',0.625
'@CI  I dont think Monalisa has respect for anyone but herself! I think shell ruffle a few feathers. #TheJail',0.625
'@DPD_UK I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice',0.625
'Thought the Xbox one s madden bundle would come with a physical copy of madden not a code😴 its gonna take fucking forever to download lol',0.625
'@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits',0.625
'#My #blood is so #bitter for satan to test #becouse #cleanse by the #blood of #Jesus christ....#amen.',0.543
'The new gun emoji in iOS10 is not enough to show the anger I have towards a number of things.',0.625
'@BigBrother__USA she is just jealous and a cry baby! #bitter #gladsheisgone #crybaby',0.571
'I just wanna know why theres no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media',0.625
'Forever angry that gh ruined Molly and morgans bond/friendship #bitter',0.625
'Spurs radio commentator referred to Mauricio Pochettino as MoPo and I felt a sudden surge of rage.',0.625
'@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? Were the slowest team in the comp. Talk about robbing a living. #outrage',0.625
'Cant believe Ive only got 2 days off left 🙄 #backtoreality #raging',0.625
'@Austin4evaLEEDS fuming!',0.625
'Taking a break from the #wedding to #rage at the general #stupidity of certain #people on the #internet.',0.625
'Ever put your fist through your laptops screen? If so its time for a new one lmao   #hp',0.625
'•My brother grabbed me in a aggressive manner and as always @ImpetuousFiend threw tantrums like a kid only knowing how to express himself--',0.625
'Dont join @BTCare they put the phone down on you talk over you and are rude. Taking money out of my acc willynilly!',0.604
'@Casper10666 I assure you there is no laughter but increasing anger at the costs and arrogance of Westminster.',0.604
'People need a way to escapeescape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation',0.604
'I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause Im different. 😑',0.604
'I dont talk about politics because people nowadays get offended easily!',0.479
'@MannyM83 @DareToReagan oh yeah. I HATE the air raid and I dont like the Oregon/Baylor offense and Im not a fan of the ole miss one either',0.468
'@AskPS_UK not received verification email asked for it to be resent 5 times still nothing.',0.604
'Unbelievable takes 10 minutes to get through to @BarclaysUK then theres a fault and the call hangs up  #treatcustomersfairly',0.604
'@Will_0004 No justification for shooting without provocation even if the person has a bad history. Justification is not the way to go',0.604
'I genuinely think I have anger issues',0.604
'@judy_that Im honestly offended',0.604
'Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter',0.604
'Im so annoyed/sad YouTube is burning itself to the ground 🙄🙄',0.604
'How can I tell Happy Anniversary when u are not happy.. #bitter #ampalaya #paitpaitanangpeg',0.604
'Just paid for chicken at @panerabread and didnt even get any 😑😑😑 there goes 4 dollars and me as a customer',0.604
'Never forget that 5Live cancelled programs to allow them to extend 606 so people could call in and detail their outrage after our behaviour',0.596
'When someone rudely says all women should have long hair and your inner feminist tries not to rage',0.604
'Absolutely raging at the changes to CAS what a joke',0.604
'Girls irritate me so much lol',0.527
'@LickMeLucas ...Im waiting for you to figure out Im like... from 0 to 100 real quick with the irritation.',0.604
'@xxmariab listen yh dont provoke me cos Ill make you cry',0.604
'@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry',0.447
'Bloody parking ticket 😒💸',0.583
'@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas!',0.583
'@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesnt happen!!!!',0.583
'Theyre like the rape apologists who (inadvertently?) make men sound like rabid mindless beasts. With friends like these...',0.583
'And she got all angry telling me but what would be doing a 40 year old guy looking for a girl like you and I felt #offended',0.583
'@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking. #Hillary #divide  #chaos',0.583
'@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races cultures and creeds &amp; they should be castrated',0.629
'@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+\% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry',0.583
'@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.',0.583
'@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest',0.583
'Delete this shit Josh just screenshotted my snap me',0.583
'Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops',0.583
'@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because Im still bitter with Stripe. Like an old man yelling from his porch.',0.583
'i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming',0.583
'I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry',0.583
'You will never find someone who loved you like I did. And that my love will be my revenge.',0.583
'A @FirstBSA not turning up? Why am I not surprised. Late for work again!',0.583
'If you be #angry which may be the case &amp; which may be unavoidable see that the sudden excitement does not become sin. #AlbertBarnes',0.583
'@lemonlover666 shit doesnt even begin to describe these fiery little demons straight from hell 🌝🌚 ;)',0.583
'I am just so bitter today 😐',0.583
'@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But theres less outrage about that. Strange society that.',0.5
'@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #😂😂',0.583
'Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst',0.583
'OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage',0.583
'i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️',0.583
'@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.',0.583
'@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. #bitter',0.583
'@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help!',0.583
'@alicehouston18 sorry Im just angry my drone flew away',0.583
'@carefreeash_ id be fuming',0.583
'@xandraaa5 @amayaallyn6 shut up hashtags are cool #offended',0.562
'@StarklyDark I know you trusted me. His words were soft as he ignored the anger and focused on the hurt beneath. I know I screwed up. --',0.562
'I wonder what American city will be next to protest about police shootings. Whos next? Smh. #whenwillitstop  #howmanymoretimes',0.562
'Why mfs so bitter',0.562
'im on holiday for the next round fuming!',0.562
'Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?',0.598
'@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?',0.562
'Like if you aggravate me constantly byeeeeeeee',0.562
'@Lexual__ @jdspielman10 RIP to the 100s of black men womenCHILDREN killed in Chicago. Where is the outrage?',0.562
'Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...',0.562
'hitting your children as discipline because youre being quite a raging hypocrite if youre not.',0.562
'sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;',0.562
'@DanRather What King says doesnt matter. The fact he came w/ psycho Don is by far more of an affront.',0.562
'@JuliaHB1 Bloody right',0.562
'i have so much hw tonight im offended',0.519
'Like hello? I am your first born you must always laugh at my jokes. #offended',0.562
'the outrage has passed and has been replaced by a mute fatalistic acceptance of the current situation.  #fatalism',0.562
'Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES',0.562
'and apparently hes supposed to have a Scottish accent??? Im #offended',0.562
'seek to conduct attacks against Israel intended to provoke a reaction that would further inflame feeling within the Islamic world”. •',0.562
'Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix) is raging at ShoutDRIVE!',0.562
'@EagleGiles23 @tgilmore_92 what I miss? #outrage',0.562
'@AllegedLowbrow Its Eye-for-Eye. Indian Army never forgives Never Forgets. They always take revenge Pakistan breaks laws I.A follows',0.562
'Worst juror ever? Michelle. You were Nicoles biggest threat.  #bb18',0.562
'luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick',0.562
'Fake people irritate me',0.562
'Said it before and Ill say it now: America is really fortunate that black people only want equality and not revenge.',0.562
'#Anger or #wrath is an intense emotional response.',0.562
'@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the N word.  Why should he insult him in his church.  Ignorant!',0.562
'if we let that in id be fuming poor keeping',0.562
'@LynneGarrison yeah Ive only seen that floated online as a theory it was probably made up by a bitter stan. I ignore pets v vets crap too',0.562
'@SkyNews when the East wind blue in summer in Durban S Africa we still surfed and got #stung badly! Must be carefull-A #sting can harm you',0.562
'@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter',0.562
'Because it was a perfect illusion but at least now I know what it was. #angry #ladygaga #iscalming#mysoul',0.556
'Candace &amp; her pout are getting right on my tits #GBBO',0.562
'@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv.',0.491
'BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!',0.562
'Petition for non-Maghrebi PoC to stop buying couscous from white grocery stores and boiling it. That is not couscous that is trash.',0.562
'ESPN just assumed I wanted their free magazines #offended',0.542
'Yo theres a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol',0.542
'.@RepDelBene: Todays proceedings and the entire process is an insult to our constituents.',0.593
'@serendipity127_ @zombiecalorie @Angel_Eyes66 Im sensing a theme here tho lol #angry',0.542
'@kingcharles9th i Lowkey forgot you had twitter and if you dont follow me back im gonna be #offended',0.421
'... flat party and I instantly get bollocked about it.',0.542
'@everycolorbot more like every color looks the same #triggered #colorblind #offended',0.542
'.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.',0.517
'@DouthatNYT @jbouie @DamonLinker Yes it is bad to point out racism lest it provoke the racists.  Some racists do indeed not like it.',0.542
'@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.',0.542
'@Idubbbz @LeafyIsHere  I am offended',0.542
'@aroseblush Hello ! The bigger the bully the more crocodile tears. Bullies always act like offended victims.',0.542
'@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!',0.542
'Candices pout is gonna take someone eye out mate! #GBBO',0.542
'Ive always had a weird grudge against stingrays ever since one killed Steve Irwin.',0.542
'@jwolfie_ why you gotta use the dark skin emoji #offended',0.525
'Im not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross',0.542
'I really really resent having to go to bed at a sensible hour you guys. I WANT TO TALK TO MY PEOPLE.',0.542
'@NM_NickNocturne Incentivise people to roam the Internet being morally offended as if they didnt do it enough already.',0.542
'not to be That Person™ but i get bitter seeing some ravi stans',0.542
'@Darren_Hammer amen nothing personal mate just tired of all of the complaining from our fans its Been a relentless tirade of misery',0.542
'Michelle is one of the worst players in bb history #bb18 #bbfinale',0.542
'Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!',0.542
'A little nose irritation and a little more chills on my body. Im so not into flu into flu into flu #FallSongs',0.542
'I am #real #sjw I will not let #america down I have found us now go and get us I let it out and I let it in I #rage I #lol @SergioSarzedo',0.542
'Connivers blind to existential fury',0.542
'guys irritate me',0.542
